text_fi,text_sv
Muraus-asetuksen soveltamisala,Tillämpningsområdet för statsrådets förordning 800/2010
Toimeentulotuen antaminen,Beviljande av utkomststöd
Maaseutuelinkeinojen valituslautakunta,Besvärsnämnden för lantbruksnäringar
20 prosentin hankintameno-olettama,Presumtion om 20 procents anskaffningsutgift
Asiakasetuudet,Kundförmåner
Tappioiden vähentäminen,Avdrag för förluster
Kuuden kuukauden sääntö,Sexmånadersregeln
Reppufirma,Personaluthyrningsbolag
Radiolupa,Radiotillstånd
Autokoululupa,Tillstånd att hålla bilskola
Sijaishuoltopaikan muuttaminen kiireellisen sijoituksen aikana,Ändring av vårdplats under tiden för brådskande placering
Erityiseen käyttöön otettu alue,Område som tagits i särskilt bruk
Kiinteistötoimitus,Fastighetsförrättning
Perintö,Arv
Hyöty,Nytta
Verovastuu,Ansvar för skatt
Julkinen ostotarjous,Offentligt uppköpserbjudande
Virheellinen poistomenetelmä,Felaktig avskrivningsmetod
Nimieste,Namnhinder
Vilpillinen mieli,Ond tro
Hakijan selvittämisvelvollisuus,Sökandens utredningsskyldighet
Purkamislupa,Rivningslov
Ratkaisusuositus,Rekommendation till avgörande
Tytäryhtiön osakekanta,Dotterbolags aktiestock
Suomen hyväksymä matkustusasiakirja,Resedokument som godkänns av Finland
Keskeneräinen rakennus,Icke slutförd byggnad
Lahjavero,Gåvogivare
Ulkomaalaisasia,Utlänningsärende
Johtoryhmä,Ledningsgrupp
Palveluasumisen sisältö,Serviceboendes innehåll
Ranta-alueen suunnittelutarve,Behov av planering på strandområden
Ampumarata,Skjutbana
Johtokunta,Direktion
Sopimusvapaus,Avtalsfrihet
Määrärahasidonnaisuus,Beroende av anslag
Vaalikelpoisuus kunnanhallitukseen,Valbarhet till kommunstyrelsen
Turkistarha,Pälsfarm
Kuntien välinen yhteistoimintasopimus,Samarbetsavtal mellan kommuner
Rauhoittamattomien lintujen pesimäaikaisesta rauhoituksesta poikkeaminen,Avvikelse från fredning av icke fredade fåglar under häckningstid
Alihintainen osakekauppa,Aktieköp till underpris
Käännyttäminen kotimaahan,Avvisning till hemlandet
Kilpailun vääristyminen,Snedvriden konkurrens
Palautusvelvollisuuden raukeaminen,Fråga om när återbetalningsskyldighet upphör att gälla
Luvan peruuttaminen,Återkallande av tillstånd
Osakkeiden myynti,Aktieförsäljning
Mitättömäksi julistamisperuste,Grund för ogiltigförklaring
Hallinto-oikeuden päätös,Förvaltningsdomstolens beslut
Perintömenetelmä,Grandfatheringmetoden
Siirtäminen,Delegering
Liikenneosayleiskaava,Trafikdelgeneralplan
Arpajaisvero,Lotteriskatt
Menettely hallinto-oikeudessa,Förfarandet i en regional förvaltningsdomstol
Suojelupoliisin lausunto,Skyddspolisens utlåtande
Tuloverotuksen taso,Inkomstskattenivån
Edellytykset harjoittaa perinteisiä saamelaiselinkeinoja,Förutsättningar att bedriva traditionella samenäringar
Avustajan matkakulut,Assistents resekostnader
Perusoikeus,Grundläggande rättighet
Puhelin- ja laajakaistaliittymien välitystoiminta,Förmedling av telefon- och bredbandsanslutningar
Maatalousrakennus,Gårdsbruksbyggnad
Kasvihuonekaasujen päästökauppa,Utsläppshandel med växthusgaser
Kylpylärakennus,Spabyggnad
Poikkeamisen edellytykset,Förutsättningarna för att bevilja undantag
Lastensuojelujohtaja,Direktör för barnskyddet
Rekisteröidyn kotipaikan siirto,Flyttning av registrerat säte
Lastentarhanopettajan koulutus,Barnträdgårdslärarutbildning
Verokanta,Skattesats
Ulkomainen väliyhteisö,Utländskt bassamfund
Kuljettamisesta aiheutuvat välttämättömät ja välittömät menot,Av transporten orsakade nödvändiga och direkta kostnader
Keksinnöllisyyskynnys,Grad av uppfinningshöjd
Ulkoilulaki,Lagen om friluftsliv
Kuukausipalkkio,Månadsarvode (retainer fee)
Luonnonsuojelulain mukainen poikkeamislupa,Tillstånd att avvika från förbud enligt naturvårdslagen
Yksityiselämän suoja,Skydd av privatliv
Suojelun tarjoaminen,Beviljande av skydd
Palvelujen saatavuus,Tillgång till service
Tontin lunastaminen,Inlösen av tomt
Sivutuoteasetus,Biproduktförordningen
Yli vuoden ikäinen saaminen,Över ett år gammal fordran
Uudisrakennuksen ulottuminen rasitealueelle,Nybygge som sträcker sig över servitutsområde
Rakennuksen omistaja,Ägare till byggnad
Kiinteistö,Fastighet
Määräysvalta,Bestämmande inflytande
Yritysten sisäiset liiketoimet,Ett företags interna transaktioner
Suojelun tarjoaminen,Tillhandahållande av skydd
Yleisesti verovelvollinen,Allmänt skattskyldig
Kansanterveyden suojelu,Skydd av folkhälsan
Liikennepaikka,Trafikplats
Ilves,Lodjur
Lupa palvelujen antamiseen,Tillstånd att tillhandahålla hälso- och sjukvårdstjänster
Sisältövaatimukset,Innehållskrav
Tokkatyöt,Renarbete
UNESCO:n maailmanperintökohde,Plats som är upptagen på UNESCO:s världsarvslista
Rakennuspaikan puolittaminen,Tudelning av byggplats
Lesken hallintaoikeuden arvon laskeminen,Beräknande av värdet på den efterlevande makens besittningsrätt
Pitkäkestoinen rakennustyömaa,Långvarig byggarbetsplats
Rahoituspalvelu,Finansieringstjänster
Viestintäviraston päätöksen täytäntöönpano,Verkställighet av kommunikationsverkets beslut
Täyskustannusmaksu,Avgift för full kostnadsersättning
Asiakkaalle aiheutuvat ylimääräiset kustannukset,Extra kostnader för kunden
Koulukuljetus,Skoltransport
 Valtiontuki,Statligt stöd
Lapväärtinjoki-Isojoki,Lappfjärds å-Storå
Ilmoituksen sisältö,Innehåll i annonsen
Yhteisen merkkiosan erottamiskyky,Den gemensamma märkesdelens särskiljningsförmåga
Kansallinen kynnysarvo,Nationellt tröskelvärde
Ympäristötuki,Miljöstöd
Hankintamenettelyn keskeyttäminen,Avbrytande av upphandlingsförfarande
Rangaistus,Straff
Rakennuspaikan hallinta,Besittning till byggplats
Veron suuruuden peruste,Grunden för en skatts storlek
Koeaika,Prövotid
Virkaehtosopimus,Tjänstekollektivavtal
Riistanhoitopiiri,Jaktvårdsdistrikt
Kuntajaon muuttaminen,Ändring av kommunindelning
Valvontapäätös,Tillsynsbeslut
Maksamisedellytys,Villkor för utbetalning
Julkinen etu,Offentligt intresse
Viranomaisen toiminnan tasapuolisuus,Likabehandling i myndighetsverksamhet
Ehdollisen valintapäätöksen purkaminen,Återtagning av villkorligt antagningsbeslut
Lupaan liitettävät ehdot,Villkor som skall fogas till ett tillstånd
65-vuotias,65 års ålder
"Elinkeino-, liikenne- ja ympäristökeskus","Närings-, trafik- och miljöcentral"
Toimenpidekielto,Åtgärdsförbud
Koron lisääminen pääomaan,Ränta som läggs till kapitalet
Asian selvittäminen,Utredning av ärende
Näyttövelvollisuus,Bevisbörda
Museoviraston toimivalta,Museiverkets befogenhet
Ensiasunto,Första bostad
Väliyhteisötulo,Inkomst från bassamfund
Kolmipistevyötä koskeva vaatimus,Krav på trepunktsbälten
Omaisuuden luovutusvoitto,Vinst av egendomsöverlåtelse
Asuntovarallisuus,Bostadsförmögenhet
Vedenottamo,Vattentäkt
Liikehuoneisto,Affärslägenhet
Väärän yhdistyksen poistaminen rekisteristä,Avförande av fel förening ur registret
Vankitietojärjestelmä,Fångdatasystemet
Oikeudenkäyntikulut,Rättegångskostnader
Henkilökohtaisen uskottavuuden arviointi,Bedömning av trovärdigheten
Ylinopeus,Överhastighet
Natura 2000-kohde,Skyddsobjekt enligt Natura 2000
Kansainvälinen optio-ohjelma,Internationellt optionsprogram
Sairaanhoitoalueen lautakunta,Nämnd för sjukvårdsområde
Veron palauttaminen,Skatteåterbäring
Pidentämisen edellytykset,Förutsättningarna för förlängning
Asumisaikaedellytys,Boendetidsvillkor
Varsinaisesta suoritetuotannosta kertynyt saatava,Fordran som uppstått vid ordinarie produktion
Itsenäinen yhteenliittymä,Självständig sammanslutning
Kuntajaon muuttaminen,Ändring i kommunindelningen
Kiinteistöosakeyhtiön osakkeiden luovutus,Överlåtelse av aktier i fastighetsaktiebolag
Luvan saanut oikeudenkäyntiavustaja,Rättegångsbiträde med tillstånd
Kliininen ravintovalmiste,Kliniskt näringspreparat
Vastaanottavan yhtiön osakas,Delägare i övertagande samfund
Markkinaehtoinen liikevoittotaso,Marknadsmässig rörelsevinstnivå
Aikaisemmalta vuodelta vahvistettu tappio,Fastställd förlust från tidigare år
Ulkoasutavaramerkki,Utstyrselvarumärke
Vähimmäisampujasääntö,Minimiskytteregeln
Sukupolvenvaihdos,Generationsväxling
Uiton lakkaaminen,Upphörande av flottning
Todellinen perhe-elämä,Verkligt familjeliv
Työmatkat,Arbetsresor
Ilmeinen lainvastaisuus,Uppenbar lagstridighet
Susi,Varg
Maksuväline,Betalningsmedel
Joukkoliikenteen järjestäminen,Organisering av kollektivtrafik
Tulolaji,Inkomstslag
Sosiaalijohtaja,Socialdirektör
Liittymisperiaate,Huvudsaklighetsprincipen
Rikkomisen riittävä ilmeisyys,Tillräckligt klar överträdelse
Muu tuotantotoiminta,Annan produktionsverksamhet
Tuotto- ja hallintaoikeus,Rätt till avkastning och besittningsrätt
Asunnon myynti,Försäljning av bostad
Ympäristönlaatunormi,Miljökvalitetsnorm
Jätevesihuollon turvaaminen,Tryggande av avloppshantering
Valvontatila,Övervakningsutrymmen
Valvontaviranomaisen toimivalta,Tillsynsmyndighets behörighet
Velvoitteen kohdistaminen,Riktande av vite
Oman asunnon luovutus,Överlåtelse av egen bostad
Päätöksen purku,Återbrytande av beslut
Omaisuuden luovutus,Överlåtelse av egendom
Oikeudellinen ja taloudellinen riippumattomuus,Juridiskt och ekonomiskt oberoende
Metsätilan osuuden myynti,Försäljning av andel i skogsbrukslägenhet
Osingonjako,Dividendutdelning
Oikeusvoima,Rättskraft
Sponsorin tunnus,Sponsorsymbol
Osake,Aktie
Emoyhtiö,Moderbolag
Oikeusturvaa koskeva perusoikeus,Rättsskydd som en grundrättighet
Tavaramerkkisarja,Varumärkesserie
Asemakaava-alue,Detaljplanområde
Perustoimeentulotuki,Utkomststöd
Yksilöllinen inhimillinen syy,Individuell mänsklig orsak
Vanavedessä kulkeminen,Att följa i kölvattnet
Asemakaavoitus,Detaljplanering
Autoavustus,Bidrag för bil
"Rakentaminen, jolla on alueiden käytön tai ympäristökuvan kannalta olennaista merkitystä",Byggande som är av väsentlig betydelse för områdesanvändningen eller miljöbilden
Nuorisotyönohjaaja,Ungdomsarbetsledare
Eri tavaraluokka,Skild varuklass
Matkatoimisto,Resebyrå
Ympäristökeskus,Miljöcentral
Vuokraoikeus rakennuksineen,Legorätt jämte byggnader
Petovahinko,Skada vållad av rovdjur
Laajentaminen,Utvidgning
Vaaliehdotus,Valförslag
Yleinen sääntö,Allmän regel
Kansallisarkisto,Riksarkivet
Virkasuhteen päättyminen virastoon,Upphörande av tjänsteförhållande till ämbetsverk
Julkisoikeudellinen yhdistys,Offentligrättslig förening
Täytäntöönpanon kieltäminen,Verkställighetsförbud
Lämpökaivo,Värmebrunn
Näytön arviointi,Bevisvärdering
ELY-keskuksen toimivalta,NTM-centrals behörighet
Muu erittäin painava syy,Annat synnerligen vägande skäl
Käyttöoikeuden tarve,Behov att få nyttjanderätt
Vahva sähköinen tunnistaminen,Stark autentisering
Tulivoimainen ase,Eldkraftigt vapen
Täydentävä virkaehtosopimus,Kompletterande tjänstekollektivavtal
Kielitesti (Kielianalyysi),Språktest (Språkanalys)
Ohjeellinen rakennuspaikka,Riktgivande byggplats
Hallintotuomioistuimen jäsenten esteellisyys,Jäv hos ledamöter av en förvaltningsdomstol
Kustannusten korvaaminen,Ersättning av kostnader
Käännyttämispäätöksen täytäntöönpano,Verkställighet av beslut om avvisning
Tulkitseminen ja kääntäminen,Tolkning och översättning
Vaalikelpoisuus,Överklagbarhet
Nouto säiliöautolla,Avhämtning med tankbil
Oikeasuhtaisuus,Proportionalitet
Ympäristön säilyttäminen,Bevarande av miljön
Vastaanottavan yhtiön tappiot ja veroylijäämät,Det övertagande bolagets förluster och skatteöverskott
ETA-valtiossa asuva yhtiö,Bolag med säte i en EES-stat
Kirjanpitosidonnaisuus,Bundenhet till avdrag i bokföringen
Kunnan myöntämä laina,Lån beviljat av kommunen
Muun tahon antama sitoumus,Förbindelse av annan
Kilometrikorvaus,Kilometerersättning
Vesijohdot,Vattenledning
Puolustusalan hankinta,Försvarsupphandling
Veneväylän kaivaminen,Grävning av småbåtsfarled
Teleyritys,Teleföretag
Suomen suhteet kansainväliseen järjestöön,Finlands förhållanden till internationella organisationer
Vähimmäisomistusosuus,Minsta obligatoriska ägarandel
Kalatalousvelvoitteen lopullinen sisältö,Fiskevårdsskyldighetens slutliga innehåll
Jäsenvaltion harkintamarginaali,En medlemsstats prövningsmarginal
Asian käsittelyn viivästyminen,Dröjsmål vid behandlingen av ärende
Tilastokeskuksen tehtävät,Statistikcentralens uppgifter
Kiinteistön vuokraustoiminta,Fastighetsuthyrning
Tuotekaasu,Produktgas
Ulkomainen tytäryhtiö,Utländskt dotterbolag
Vahvistuspäätös,Fastställelsebeslut
Alihankinta,Underleverans
Liiketoimintakokonaisuus,Verksamhetsgren
Vammaispalveluasia,Ärende som gäller service till följd av handikapp
Muuttunut oikeustila,Förändring av rättsläget
Kristityksi kääntyminen,Omvändelse till kristendomen
Rakennusoikeus,Bygg-nadsrätt
Pintavalutuskenttä,Ytavrinningsfält
Yhtiömuotoinen maatalouden harjoittaminen,Jordbruk i bolagsform
Rakennuspaikkoja koskevat mitoitusperiaatteet,Dimensioneringsprinciper för byggplatser
Sijoitusomaisuuden arvonkorotus,Uppskrivning av investeringstillgångar
Kreikan vakuussopimus,Garantiavtalet med Grekland
Lääkärin ilmoitus ajoterveydestä,Läkares anmälan om förares hälsotillstånd
Valituksen tutkiminen,Anförande av besvär
Haittakorvaus,Ersättning för olägenhet
Uusmerkintä,Nyteckning
Yhteistoiminta-asiamies,Samarbetsombudsman
Myynti Suomessa,Försäljning i Sverige
Varsinainen yhtiökokous,Ordinarie bolagsstämma
Päästö ympäristöön,Utsläpp i miljön
Omistajanvaihdos,Ägarväxling
Hallintoprosessi,Förvaltningsprocess
Määräaika,Fatalietid
Osakeyhtiön perustama yhteismetsä,Samfälld skog som ett aktiebolag bildat
Ehdokkaan ja tarjoajan yksilöinti,Individualisering av anbudssökande och anbudsgivare
Purku,Återbrytande
Kuutti,Kut
Tarpeeton henkilötieto,Onödig personuppgift
Headhunting,Headhunting
Työnantajan järjestämä työpaikkaruokailu,Av arbetsgivaren ordnad arbetsplatsbespisning
Pääomanpalautus,Återbetalning av kapital
Saamisten periminen,Indrivning av fordringar
Korvauksen markkinaehtoisuuden selvittäminen,Utredning över ersättningens marknadsmässighet
Toimenpidepyynnön hylkääminen,Avslag på åtgärdsbegäran
Pilaantuminen,Förorening
Kunnan toimivalta,Kommunens kompetens
Valtaushakemuksen aiheellisuus,Fog för inmutningsansökan
Ostajan asema elinkeinonharjoittajana,Köparens ställning som näringsidkare
Hyvitys,Gottgörelse
Sopimusvaltiossa asuva henkilö,I fördragsstaten bosatt person
Vapaa-ajalla tapahtunut seksuaalirikos,Sexualbrott som skett på fritiden
Elantomeno,Levnadskostnader
Voimansiirtolinja,Kraftledning
Vanhempi merkitty edellisten vaalien vaaliluetteloon,Förälder antecknad i vallängden vid föregående val till sametinget
Selvitysten riittävyys,Tillräckliga utredningar
Osamaksukauppa,Avbetalningsköp
Siirtävä yhtiö,Överlåtande bolag
Kiinteistön arvo,Fastighets värde
Tuen maksaminen,Utbetalning av stöd
Asunnon ja työpaikan välinen matka,Resa mellan bostad och arbetsplats
Vastikkeellisuus,Fråga om tjänsten skedde mot vederlag
Yleisen järjestyksen ja yleisen turvallisuuden vaarantaminen,Äventyrande av allmän ordning och säkerhet
Kiinteistön vuokraus,Uthyrning av fastighet
Muutoksenhaku tappioiden vahvistamiseen,Sökande av ändring i fastställande av förluster
Huostaanottohakemuksen suullinen käsittely hallinto-oikeudessa,Muntlig behandling i förvaltningsdomstolen av ansökan om omhändertagande
Tehostettu palveluasuminen,Effektiverat serviceboende
Maahantuloa tai maassa oleskelua koskevien säännösten kiertäminen,Kringgående av bestämmelserna om inresa eller vistelse i landet
Toiminnallinen lähikunta,Till funktionen närbelägen kommun
Rantavyöhyke,Strandzon
Kunnan liiketoimintaa koskeva tieto,Uppgift som gäller kommunens näringsverksamhet
Valitusajan päättyminen,Besvärstidens utgång
Ympäristönsuojelulaki,Miljövårdslagen
Kuljetusta tai saattamista varten myönnettävä riittävä avustus,Tillräckligt understöd för transport eller ledsagande
Kansallinen hankinta,Nationell upphandling
Varsinainen työpaikka,Egentlig arbetsplats
Noudattamatta jättämisen ajankohta,Tidpunkt för överträdelsen
Saamelaisten oikeudet alkuperäiskansana,Samernas rättigheter som urfolk
Lokitietopyyntö,Begäran om logguppgift
Todisteellinen tiedoksianto,Bevislig delgivning
Välillinen omistus,Indirekt ägande
Taksapäätös,Beslut om taxor
Liikkeen tai sen osan luovutus,Överlåtelse av rörelse eller del av rörelse
Valituksen sisältö,Besvärens innehåll
Poikkeuksen tarve,Behov av undantag
Kielitaitoedellytys,Språkkunskapskrav
Hallinnollinen lainkäyttö vai työtuomioistuin,Förvaltningsprocess eller arbetsdomstol
Hankkeen vaikutusalue,Projektets influensområde
Pysäköintikielto,Parkeringsförbud
Jätehuoltoasetus,Förordningen om avfallshantering
Yleisen alueen suunnitelma,Plan för anläggande av allmänt område
Ensimmäinen hakija,Första sökande
Valtioneuvoston periaatepäätös vesiensuojelun suuntaviivoista,Statsrådets principbeslut om riktlinjer för vattenskyddet
SAC-alue,SAC-område
Varmuusvarasto,Säkerhetsupplag
Direktiivin vaikutus,Direktivs inverkan
Luontoselvitysten riittävyys,Tillräcklig utredning om naturförhållanden
Preemio,Premie
Vakituinen palvelussuhde määräaikaisen nimityksen aikana,Ordinarie anställningsförhållande under tiden för tjänsteförhållande till vilket tjänstemannen utnämnts för viss tid
Direktiivin tulkintavaikutus,Direktivs tolkningseffekt
Siirrettävä PVC-halli,Flyttbar PVC-hall
Rinnakkaispolttolaitos,Samförbränningsanläggning
Vuosikulu,Kostnad som hänför sig till ett år
Neuvoston asetus 1408/71,Rådets förordning 1408/71
Kiinteän perhe-elämän jatkaminen,Fortsättning av fast familjegemenskap
